#SampleID	study-id	author	sample-name	condition1	condition2	condition3	mix1	mix2	type
SRR12983469	SRP256363	RETTENMEIER_2020	TS-GR-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983470	SRP256363	RETTENMEIER_2020	TI-IS-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983471	SRP256363	RETTENMEIER_2020	TS-IS-II-GSplusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983472	SRP256363	RETTENMEIER_2020	TS-IS-I-GSplusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983473	SRP256363	RETTENMEIER_2020	TS-GR-II-GRplusGS	SILAGE	CORN_SILAGE				PAIRED
SRR12983474	SRP256363	RETTENMEIER_2020	TS-GR-I-GRplusGS	SILAGE	CORN_SILAGE				PAIRED
SRR12983475	SRP256363	RETTENMEIER_2020	TS-IS-II-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983476	SRP256363	RETTENMEIER_2020	TS-IS-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983477	SRP256363	RETTENMEIER_2020	TS-GR-II-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983478	SRP256363	RETTENMEIER_2020	TS-GR-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983880	SRP256363	RETTENMEIER_2020	10-MS1-GR-II-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983881	SRP256363	RETTENMEIER_2020	09-MS1-GR-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983882	SRP256363	RETTENMEIER_2020	08-MS1-IS-II-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983883	SRP256363	RETTENMEIER_2020	07-MS1-IS-I-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983884	SRP256363	RETTENMEIER_2020	06-MS1-GR-II-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983885	SRP256363	RETTENMEIER_2020	05-MS1-GR-I-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983886	SRP256363	RETTENMEIER_2020	182-MI-GR-II-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983887	SRP256363	RETTENMEIER_2020	181-MI-GR-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983888	SRP256363	RETTENMEIER_2020	180-MI-IS-II-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983889	SRP256363	RETTENMEIER_2020	179-MI-IS-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983890	SRP256363	RETTENMEIER_2020	178-MI-GR-II-GS2plus-GR	SILAGE	CORN_SILAGE				PAIRED
SRR12983891	SRP256363	RETTENMEIER_2020	177-MI-GR-I-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983892	SRP256363	RETTENMEIER_2020	04-MS1-IS-II-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983893	SRP256363	RETTENMEIER_2020	176-MI-IS-II-Gs2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983894	SRP256363	RETTENMEIER_2020	175-MI-IS-I-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983895	SRP256363	RETTENMEIER_2020	174-MI-GR-II-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983896	SRP256363	RETTENMEIER_2020	173-MI-GR-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983897	SRP256363	RETTENMEIER_2020	172-IS-II-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983898	SRP256363	RETTENMEIER_2020	171-MI-IS-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983899	SRP256363	RETTENMEIER_2020	174-MS2-IS-II-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983900	SRP256363	RETTENMEIER_2020	173-MS2-IS-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983901	SRP256363	RETTENMEIER_2020	172-MS2-GR-IIGS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983902	SRP256363	RETTENMEIER_2020	171-MS2-GR-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983903	SRP256363	RETTENMEIER_2020	03-MS1-IS-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983904	SRP256363	RETTENMEIER_2020	170-MS2-IS-II-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983905	SRP256363	RETTENMEIER_2020	169-MS2-IS-I-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983906	SRP256363	RETTENMEIER_2020	168-MS2-GR-II-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983907	SRP256363	RETTENMEIER_2020	167-MS2-GR-I-GS2plusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983908	SRP256363	RETTENMEIER_2020	166-MS2-IS-II-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983909	SRP256363	RETTENMEIER_2020	165-MS2-IS-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983910	SRP256363	RETTENMEIER_2020	164-MS2-GR-II-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983911	SRP256363	RETTENMEIER_2020	163-MS2-GR-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983912	SRP256363	RETTENMEIER_2020	12-MS1-IS-II-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983913	SRP256363	RETTENMEIER_2020	11-MS1-IS-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983914	SRP256363	RETTENMEIER_2020	02-MS1-GR-II-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983915	SRP256363	RETTENMEIER_2020	01-MS1-GR-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12074283	SRP338727	HAN_2017	HY2_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074284	SRP338727	HAN_2017	HY1_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074285	SRP338727	HAN_2017	GD4_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074286	SRP338727	HAN_2017	GD3_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074287	SRP338727	HAN_2017	GD2_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074288	SRP338727	HAN_2017	GD1_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074289	SRP338727	HAN_2017	LD4_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074290	SRP338727	HAN_2017	LD3_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074291	SRP338727	HAN_2017	DT4_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074292	SRP338727	HAN_2017	LD2_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074293	SRP338727	HAN_2017	LD1_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074294	SRP338727	HAN_2017	HY4_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074295	SRP338727	HAN_2017	HY3_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074296	SRP338727	HAN_2017	HY2_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074297	SRP338727	HAN_2017	HY1_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074298	SRP338727	HAN_2017	GD4_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074299	SRP338727	HAN_2017	GD3_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074300	SRP338727	HAN_2017	GD2_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074301	SRP338727	HAN_2017	GD1_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074302	SRP338727	HAN_2017	DT3_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074303	SRP338727	HAN_2017	DT4_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074304	SRP338727	HAN_2017	DT3_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074305	SRP338727	HAN_2017	DT2_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074306	SRP338727	HAN_2017	DT1_ITS	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074307	SRP338727	HAN_2017	LD4_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074308	SRP338727	HAN_2017	LD3_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074309	SRP338727	HAN_2017	LD2_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074310	SRP338727	HAN_2017	LD1_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074311	SRP338727	HAN_2017	HY4_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074312	SRP338727	HAN_2017	HY3_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074313	SRP338727	HAN_2017	DT2_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR12074314	SRP338727	HAN_2017	DT1_16S	MIXED	CATTLE_MANURE_and_CORN_SILAGE				PAIRED
SRR13189624	SRP295622	SCHNEIDER_2020	10_Ti-PN2	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189625	SRP295622	SCHNEIDER_2020	9_Ts-PN8-2	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189626	SRP295622	SCHNEIDER_2020	8_Ts-PN8-1	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189627	SRP295622	SCHNEIDER_2020	7_Ts-PN2	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189628	SRP295622	SCHNEIDER_2020	6_Mi-PN19-2	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189629	SRP295622	SCHNEIDER_2020	5_Mi-PN19-1	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189630	SRP295622	SCHNEIDER_2020	4_Mi-PN2	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189631	SRP295622	SCHNEIDER_2020	3_Ms-PN14-2	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189632	SRP295622	SCHNEIDER_2020	12_Ti-PN8-9-2	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189633	SRP295622	SCHNEIDER_2020	11_Ti-PN8-9-1	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189634	SRP295622	SCHNEIDER_2020	2_Ms-PN14-1	SILAGE	MAIZE_SILAGE				PAIRED
SRR13189635	SRP295622	SCHNEIDER_2020	1_Ms-PN2	SILAGE	MAIZE_SILAGE				PAIRED
SRR12088648	SRP268762	VITEZ_2020	M50C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088649	SRP268762	VITEZ_2020	M50C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088650	SRP268762	VITEZ_2020	M50C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088651	SRP268762	VITEZ_2020	M40C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088652	SRP268762	VITEZ_2020	M40C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088653	SRP268762	VITEZ_2020	M40C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088654	SRP268762	VITEZ_2020	M20C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088655	SRP268762	VITEZ_2020	M20C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088656	SRP268762	VITEZ_2020	M60C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088657	SRP268762	VITEZ_2020	M60C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR12088658	SRP268762	VITEZ_2020	M20C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED
SRR13168257	SRP256363	RETTENMEIER_2020	10_Ti-PN2	SILAGE	CORN_SILAGE				PAIRED
SRR13168258	SRP256363	RETTENMEIER_2020	9_Ts-PN8-2	SILAGE	CORN_SILAGE				PAIRED
SRR13168259	SRP256363	RETTENMEIER_2020	8_Ts-PN8-1	SILAGE	CORN_SILAGE				PAIRED
SRR13168260	SRP256363	RETTENMEIER_2020	7_Ts-PN2	SILAGE	CORN_SILAGE				PAIRED
SRR13168261	SRP256363	RETTENMEIER_2020	6_Mi-PN19-2	SILAGE	CORN_SILAGE				PAIRED
SRR13168262	SRP256363	RETTENMEIER_2020	5_Mi-PN19-1	SILAGE	CORN_SILAGE				PAIRED
SRR13168263	SRP256363	RETTENMEIER_2020	4_Mi-PN2	SILAGE	CORN_SILAGE				PAIRED
SRR13168264	SRP256363	RETTENMEIER_2020	3_Ms-PN14-2	SILAGE	CORN_SILAGE				PAIRED
SRR13168268	SRP256363	RETTENMEIER_2020	12_Ti-PN8-9-2	SILAGE	CORN_SILAGE				PAIRED
SRR13168269	SRP256363	RETTENMEIER_2020	11_Ti-PN8-9-1	SILAGE	CORN_SILAGE				PAIRED
SRR13168270	SRP256363	RETTENMEIER_2020	2_Ms-PN14-1	SILAGE	CORN_SILAGE				PAIRED
SRR13168271	SRP256363	RETTENMEIER_2020	1_Ms-PN2	SILAGE	CORN_SILAGE				PAIRED
SRR12011790	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011791	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011792	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011793	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011794	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011795	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011796	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011797	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011798	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011799	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011800	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011801	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011802	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011803	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011804	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011805	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011806	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011807	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011808	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011809	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011810	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011811	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011812	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011813	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011814	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011815	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011816	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011817	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011818	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011819	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011820	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011821	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011822	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011823	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011824	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011825	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011826	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011827	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011828	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011829	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011830	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011831	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011832	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011833	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011834	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011835	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011836	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011837	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011838	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011839	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011840	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011841	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011842	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011843	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011844	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011845	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011846	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011847	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011848	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011849	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011850	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011851	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011852	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011853	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011854	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011855	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011856	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011857	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011858	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011859	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011860	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011861	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011862	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011863	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011864	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011865	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011866	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011867	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011868	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011869	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011870	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011871	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011872	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011873	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011874	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011875	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011876	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011877	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011878	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011879	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011880	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011881	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011882	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011883	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011884	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011885	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011886	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011887	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011888	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011889	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011890	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011891	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011892	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011893	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011894	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011895	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011896	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011897	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011898	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011899	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011900	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011901	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011902	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011903	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011904	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011905	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011906	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011907	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011908	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011909	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011910	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011911	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011912	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011913	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011914	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011915	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011916	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011917	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011918	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011919	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011920	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011921	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011922	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011923	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011924	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011925	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011926	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011927	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011928	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011929	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR12011930	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED
SRR14300739	SRP315877	SINGH_2021	C5-24_S2_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300740	SRP315877	SINGH_2021	C5-25_S3_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300741	SRP315877	SINGH_2021	C6-56_S93_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
