#SampleID	study-id	author	sample-name	condition1	condition2	condition3	mix1	mix2	type
SRR14300539	SRP315877	SINGH_2021	C3-54_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300540	SRP315877	SINGH_2021	C3-55_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300541	SRP315877	SINGH_2021	C6-44_S81_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300542	SRP315877	SINGH_2021	C3-56_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300543	SRP315877	SINGH_2021	C3-57_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300544	SRP315877	SINGH_2021	C3-58_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300545	SRP315877	SINGH_2021	C3-59_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300546	SRP315877	SINGH_2021	C3-60_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300547	SRP315877	SINGH_2021	C3-61_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300548	SRP315877	SINGH_2021	C3-62_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300549	SRP315877	SINGH_2021	C3-63_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300550	SRP315877	SINGH_2021	C3-64_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300551	SRP315877	SINGH_2021	C3-65_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300552	SRP315877	SINGH_2021	C6-45_S82_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300553	SRP315877	SINGH_2021	C3-66_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300554	SRP315877	SINGH_2021	C3-67_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300555	SRP315877	SINGH_2021	C3-68_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300556	SRP315877	SINGH_2021	C4-01_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300557	SRP315877	SINGH_2021	C4-02_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300558	SRP315877	SINGH_2021	C4-03_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300559	SRP315877	SINGH_2021	C4-04_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300560	SRP315877	SINGH_2021	C4-05_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300561	SRP315877	SINGH_2021	C4-06_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300562	SRP315877	SINGH_2021	C4-07_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300563	SRP315877	SINGH_2021	C6-46_S83_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300564	SRP315877	SINGH_2021	C6-64_S101_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300565	SRP315877	SINGH_2021	C4-08_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300566	SRP315877	SINGH_2021	C4-09_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300567	SRP315877	SINGH_2021	C4-10_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300568	SRP315877	SINGH_2021	C6-17_S54_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300569	SRP315877	SINGH_2021	C6-18_S55_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300570	SRP315877	SINGH_2021	C6-19_S56_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300571	SRP315877	SINGH_2021	C6-20_S57_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300572	SRP315877	SINGH_2021	C6-21_S58_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300573	SRP315877	SINGH_2021	C6-22_S59_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300574	SRP315877	SINGH_2021	C6-23_S60_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300575	SRP315877	SINGH_2021	C6-24_S61_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300576	SRP315877	SINGH_2021	C6-25_S62_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300577	SRP315877	SINGH_2021	C6-26_S63_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300578	SRP315877	SINGH_2021	C6-62_S99_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300579	SRP315877	SINGH_2021	C6-27_S64_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300580	SRP315877	SINGH_2021	C1-01_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300581	SRP315877	SINGH_2021	C1-02_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300582	SRP315877	SINGH_2021	C1-03_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300583	SRP315877	SINGH_2021	C1-04_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300584	SRP315877	SINGH_2021	C1-05_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300585	SRP315877	SINGH_2021	C1-06_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300586	SRP315877	SINGH_2021	C1-08_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300587	SRP315877	SINGH_2021	C1-07_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300588	SRP315877	SINGH_2021	C1-09_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300589	SRP315877	SINGH_2021	C1-10_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300590	SRP315877	SINGH_2021	C1-11_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300591	SRP315877	SINGH_2021	C6-28_S65_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300592	SRP315877	SINGH_2021	C1-12_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300593	SRP315877	SINGH_2021	C1-13_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300594	SRP315877	SINGH_2021	C1-14_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300595	SRP315877	SINGH_2021	C1-15_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300596	SRP315877	SINGH_2021	C1-16_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300597	SRP315877	SINGH_2021	C1-18_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300598	SRP315877	SINGH_2021	C1-17_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300599	SRP315877	SINGH_2021	C1-19_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300600	SRP315877	SINGH_2021	C1-20_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300601	SRP315877	SINGH_2021	C1-21_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300602	SRP315877	SINGH_2021	C6-29_S66_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300603	SRP315877	SINGH_2021	C1-22_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300604	SRP315877	SINGH_2021	C1-23_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300605	SRP315877	SINGH_2021	C1-24_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300606	SRP315877	SINGH_2021	C1-25_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300607	SRP315877	SINGH_2021	C1-26_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300608	SRP315877	SINGH_2021	C1-28_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300609	SRP315877	SINGH_2021	C1-27_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300610	SRP315877	SINGH_2021	C1-29_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300611	SRP315877	SINGH_2021	C1-30_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300612	SRP315877	SINGH_2021	C1-31_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300613	SRP315877	SINGH_2021	C6-30_S67_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300614	SRP315877	SINGH_2021	C1-32_L001_R2_001.fastq.gz	FOODWASTE	FOODWASTE				PAIRED
SRR14300615	SRP315877	SINGH_2021	C2-01_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300616	SRP315877	SINGH_2021	C2-02_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300617	SRP315877	SINGH_2021	C2-03_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300618	SRP315877	SINGH_2021	C2-04_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300619	SRP315877	SINGH_2021	C2-06_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300620	SRP315877	SINGH_2021	C2-05_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300621	SRP315877	SINGH_2021	C2-07_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300622	SRP315877	SINGH_2021	C2-08_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300623	SRP315877	SINGH_2021	C2-09_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300624	SRP315877	SINGH_2021	C6-31_S68_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300625	SRP315877	SINGH_2021	C2-10_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300626	SRP315877	SINGH_2021	C2-11_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300627	SRP315877	SINGH_2021	C2-12_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300628	SRP315877	SINGH_2021	C2-13_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300629	SRP315877	SINGH_2021	C2-14_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300630	SRP315877	SINGH_2021	C2-15_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300631	SRP315877	SINGH_2021	C2-16_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300632	SRP315877	SINGH_2021	C2-17_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300633	SRP315877	SINGH_2021	C2-18_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300634	SRP315877	SINGH_2021	C2-19_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED
SRR14300635	SRP315877	SINGH_2021	C4-11_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300636	SRP315877	SINGH_2021	C4-12_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300637	SRP315877	SINGH_2021	C4-13_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300638	SRP315877	SINGH_2021	C4-14_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300639	SRP315877	SINGH_2021	C4-15_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300640	SRP315877	SINGH_2021	C4-16_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300641	SRP315877	SINGH_2021	C4-17_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300642	SRP315877	SINGH_2021	C6-47_S84_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300643	SRP315877	SINGH_2021	C4-18_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300644	SRP315877	SINGH_2021	C4-19_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300645	SRP315877	SINGH_2021	C4-20_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300646	SRP315877	SINGH_2021	C4-21_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300647	SRP315877	SINGH_2021	C4-22_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300648	SRP315877	SINGH_2021	C4-23_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300649	SRP315877	SINGH_2021	C4-24_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300650	SRP315877	SINGH_2021	C4-25_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300651	SRP315877	SINGH_2021	C4-26_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300652	SRP315877	SINGH_2021	C4-27_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300653	SRP315877	SINGH_2021	C6-48_S85_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300654	SRP315877	SINGH_2021	C4-28_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300655	SRP315877	SINGH_2021	C4-29_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300656	SRP315877	SINGH_2021	C4-30_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300657	SRP315877	SINGH_2021	C4-31_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300658	SRP315877	SINGH_2021	C4-32_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300659	SRP315877	SINGH_2021	C4-33_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300660	SRP315877	SINGH_2021	C4-34_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300661	SRP315877	SINGH_2021	C4-35_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300662	SRP315877	SINGH_2021	C4-36_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300663	SRP315877	SINGH_2021	C4-37_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300664	SRP315877	SINGH_2021	C6-49_S86_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300665	SRP315877	SINGH_2021	C4-38_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300666	SRP315877	SINGH_2021	C4-39_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300667	SRP315877	SINGH_2021	C4-40_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300668	SRP315877	SINGH_2021	C4-41_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300669	SRP315877	SINGH_2021	C4-42_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300670	SRP315877	SINGH_2021	C4-43_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300671	SRP315877	SINGH_2021	C4-44_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300672	SRP315877	SINGH_2021	C4-45_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300673	SRP315877	SINGH_2021	C4-46_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300674	SRP315877	SINGH_2021	C4-47_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300675	SRP315877	SINGH_2021	C6-50_S87_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300676	SRP315877	SINGH_2021	C4-48_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300677	SRP315877	SINGH_2021	C4-49_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300678	SRP315877	SINGH_2021	C4-50_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300679	SRP315877	SINGH_2021	C4-51_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300680	SRP315877	SINGH_2021	C4-52_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300681	SRP315877	SINGH_2021	C4-53_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300682	SRP315877	SINGH_2021	C4-54_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300683	SRP315877	SINGH_2021	C4-55_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300684	SRP315877	SINGH_2021	C4-56_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300685	SRP315877	SINGH_2021	C4-57_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300686	SRP315877	SINGH_2021	C6-51_S88_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300687	SRP315877	SINGH_2021	C4-59_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300688	SRP315877	SINGH_2021	C4-58_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300689	SRP315877	SINGH_2021	C4-60_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300690	SRP315877	SINGH_2021	C4-61_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300691	SRP315877	SINGH_2021	C4-62_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300692	SRP315877	SINGH_2021	C4-64_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300693	SRP315877	SINGH_2021	C4-63_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300694	SRP315877	SINGH_2021	C4-65_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300695	SRP315877	SINGH_2021	C4-66_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300696	SRP315877	SINGH_2021	C4-67_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300697	SRP315877	SINGH_2021	C6-52_S89_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300698	SRP315877	SINGH_2021	C4-68_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300699	SRP315877	SINGH_2021	C4-69_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300700	SRP315877	SINGH_2021	C4-70_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300701	SRP315877	SINGH_2021	C4-71_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300702	SRP315877	SINGH_2021	C4-72_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300703	SRP315877	SINGH_2021	C4-74_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300704	SRP315877	SINGH_2021	C4-73_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300705	SRP315877	SINGH_2021	C4-75_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300706	SRP315877	SINGH_2021	C4-76_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300707	SRP315877	SINGH_2021	C4-77_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300708	SRP315877	SINGH_2021	C6-53_S90_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300709	SRP315877	SINGH_2021	C4-78_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300710	SRP315877	SINGH_2021	C4-79_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300711	SRP315877	SINGH_2021	C4-80_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300712	SRP315877	SINGH_2021	C4-81_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300713	SRP315877	SINGH_2021	C4-82_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED
SRR14300714	SRP315877	SINGH_2021	C5-02_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300715	SRP315877	SINGH_2021	C5-01_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300716	SRP315877	SINGH_2021	C5-03_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300717	SRP315877	SINGH_2021	C5-04_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300718	SRP315877	SINGH_2021	C5-05_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300719	SRP315877	SINGH_2021	C6-54_S91_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300720	SRP315877	SINGH_2021	C5-06_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300721	SRP315877	SINGH_2021	C5-07_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300722	SRP315877	SINGH_2021	C5-08_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300723	SRP315877	SINGH_2021	C5-09_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300724	SRP315877	SINGH_2021	C5-10_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300725	SRP315877	SINGH_2021	C5-12_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300726	SRP315877	SINGH_2021	C5-11_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300727	SRP315877	SINGH_2021	C5-13_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300728	SRP315877	SINGH_2021	C5-14_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300729	SRP315877	SINGH_2021	C5-15_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300730	SRP315877	SINGH_2021	C6-55_S92_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300731	SRP315877	SINGH_2021	C5-16_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300732	SRP315877	SINGH_2021	C5-17_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300733	SRP315877	SINGH_2021	C5-18_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300734	SRP315877	SINGH_2021	C5-19_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300735	SRP315877	SINGH_2021	C5-20_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300736	SRP315877	SINGH_2021	C5-22_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300737	SRP315877	SINGH_2021	C5-21_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300738	SRP315877	SINGH_2021	C5-23_S1_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR22681385	SRP412458	SERNA_2020	BES-1	ALGAE	Chlorella_sp.				PAIRED
SRR22681386	SRP412458	SERNA_2020	CO-3	ALGAE	Chlorella_sp.				PAIRED
SRR22681387	SRP412458	SERNA_2020	CO-2	ALGAE	Chlorella_sp.				PAIRED
SRR22681388	SRP412458	SERNA_2020	CO-1	ALGAE	Chlorella_sp.				PAIRED
SRR22681389	SRP412458	SERNA_2020	Na-3	ALGAE	Chlorella_sp.				PAIRED
SRR22681390	SRP412458	SERNA_2020	Na-2	ALGAE	Chlorella_sp.				PAIRED
SRR22681391	SRP412458	SERNA_2020	Na-1	ALGAE	Chlorella_sp.				PAIRED
SRR22681392	SRP412458	SERNA_2020	Control-3	ALGAE	Chlorella_sp.				PAIRED
SRR22681393	SRP412458	SERNA_2020	BES-3	ALGAE	Chlorella_sp.				PAIRED
SRR22681394	SRP412458	SERNA_2020	BES-2	ALGAE	Chlorella_sp.				PAIRED
SRR22681395	SRP412458	SERNA_2020	Control-2	ALGAE	Chlorella_sp.				PAIRED
SRR22681396	SRP412458	SERNA_2020	Control-1	ALGAE	Chlorella_sp.				PAIRED
SRR6173195	SRP119953	AHLBERG_2018	Sample_N1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173196	SRP119953	AHLBERG_2018	Sample_M3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173197	SRP119953	AHLBERG_2018	Sample_K2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173198	SRP119953	AHLBERG_2018	Sample_K1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173199	SRP119953	AHLBERG_2018	Sample_L1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173200	SRP119953	AHLBERG_2018	Sample_K3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173201	SRP119953	AHLBERG_2018	Sample_L3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173202	SRP119953	AHLBERG_2018	Sample_L2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173203	SRP119953	AHLBERG_2018	Sample_M2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173204	SRP119953	AHLBERG_2018	Sample_M1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173205	SRP119953	AHLBERG_2018	Sample_E2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173206	SRP119953	AHLBERG_2018	Sample_E1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173207	SRP119953	AHLBERG_2018	Sample_D3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
